MarketingID,Equipo_Favorito,Compra_Diseno_Seleccion,Seleccion_Influye_Compra,Tipo_Publicidad,Tipo_Promocion,Sigue_Mundial_2026,Compraria_Tarjetas_Coleccionables
1177,Brasil,Tal vez,España,Humor,Sorteo de viajes,Sí,Sí
1178,Brasil,Tal vez,México,Historias de aficionados,Sorteo de viajes,Sí,Sí
1179,México,Tal vez,Uruguay,Un jugador famoso,Descuento directo,Sí,No
1180,Argentina,Probablemente sí,España,Historias de aficionados,Tarjetas coleccionables,Sí,No
1181,Argentina,Tal vez,Portugal,Un jugador famoso,2x1,Sí,No
1182,México,Tal vez,Francia,Premios y sorteos,Producto gratis,No,Sí
1183,Irán,Tal vez,Portugal,Historias de aficionados,Tarjetas coleccionables,Sí,No
1184,Estados Unidos,Definitivamente sí,Argentina,Una selección nacional,2x1,Sí,Sí
1185,Portugal,Tal vez,Argentina,Una selección nacional,2x1,Sí,Sí
1186,Alemania,Definitivamente sí,Francia,Humor,Producto gratis,Sí,No
1187,Inglaterra,Tal vez, BRASIL ,Una selección nacional,Sorteo de balones,Sí,Sí
1188,Portugal,Definitivamente sí,Argentina,Premios y sorteos,Tarjetas coleccionables,Sí,No
1189,Brasil,Definitivamente sí,Inglaterra,Historias de aficionados,Tarjetas coleccionables,No,Sí
1190,Portugal,Probablemente sí,México,Humor,Descuento directo,Sí,Sí
1191,Brasil,Probablemente sí,Inglaterra,Un jugador famoso,Descuento directo,No,No
1192,Portugal,Tal vez,Inglaterra,Un jugador famoso,Producto gratis,Sí,Sí
1193,Brasil,Definitivamente sí,Portugal,Una selección nacional,Descuento directo,Sí,No
1194,Brasil,Probablemente no,Argentina,Humor,Tarjetas coleccionables,No,Sí
1195,Brasil,Probablemente no,Argentina,Una selección nacional,Sorteo de camisetas,Sí,No
1196,México,Tal vez,Brasil,Un jugador famoso,Producto gratis,Sí,Sí
1197,Portugal,Tal vez,Brasil,Una selección nacional,Sorteo de viajes,No,Sí
1198,Argentina,Definitivamente sí, MÉXICO ,Humor,Sorteo de camisetas,Sí,Sí
1199,Portugal,Definitivamente sí,Brasil,Historias de aficionados,2x1,Sí,Sí
1200,Argentina,Definitivamente sí,Panamá,Historias de aficionados,Producto gratis,Sí,Sí
1201,México,Probablemente no,Alemania,Una selección nacional,Sorteo de balones,No,No
1202,Argentina,Probablemente no,Brasil,Un jugador famoso,Sorteo de viajes,No,Sí
1203,Brasil,Probablemente sí,Alemania,Una selección nacional,Descuento directo,Sí,Sí
1204,Uruguay,Definitivamente sí,México,Una selección nacional,2x1,Sí,Sí
1205,Colombia,Definitivamente no,Francia,Una selección nacional,Tarjetas coleccionables,No,Sí
1206,Brasil,Probablemente sí,Estados Unidos,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1207, ARABIA SAUDITA ,Probablemente sí,Alemania,Premios y sorteos,Producto gratis,Sí,No
1208,México,Probablemente sí,Colombia,Humor,2x1,Sí,No
1209,Alemania,Definitivamente no, ALEMANIA ,Un jugador famoso,2x1,Sí,No
1210,Corea del Sur,Definitivamente sí,Irak,Premios y sorteos,Sorteo de balones,Sí,No
1211,Argentina,Definitivamente sí,Inglaterra,Un jugador famoso,Descuento directo,Sí,Sí
1212,Alemania,Tal vez,Alemania,Una selección nacional,Tarjetas coleccionables,Sí,No
1213,Alemania,Probablemente sí,México,Un jugador famoso,Sorteo de camisetas,Sí,No
1214,Brasil,Tal vez, ARGENTINA ,Premios y sorteos,Producto gratis,Sí,Sí
1215,Brasil,Tal vez,Brasil,Premios y sorteos,Sorteo de viajes,Sí,Sí
1216,Ecuador,Definitivamente sí,México,Un jugador famoso,Sorteo de viajes,Sí,No
1217,Irak,Probablemente no,Inglaterra,Historias de aficionados,Sorteo de balones,No,Sí
1218,México,Probablemente sí,Inglaterra,Una selección nacional,Sorteo de camisetas,Sí,No
1219,Portugal,Tal vez,Alemania,Historias de aficionados,Descuento directo,Sí,Sí
1220,México,Definitivamente sí,España,Un jugador famoso,2x1,Sí,Sí
1221,México,Tal vez,Brasil,Humor,2x1,Sí,No
1222,México,Definitivamente no,Túnez,Una selección nacional,Sorteo de balones,Sí,Sí
1223,Portugal,Definitivamente sí,Inglaterra,Un jugador famoso,Sorteo de balones,Sí,Sí
1224,Francia,Definitivamente no,Brasil,Historias de aficionados,Descuento directo,Sí,No
1225, MÉXICO ,Probablemente sí,Portugal,Historias de aficionados,Descuento directo,Sí,Sí
1226,Argentina,Definitivamente sí,Colombia,Premios y sorteos,Descuento directo,Sí,Sí
1227,Alemania,Probablemente sí, FRANCIA ,Humor,Tarjetas coleccionables,Sí,Sí
1228,Brasil,Probablemente sí,Brasil,Historias de aficionados,Producto gratis,Sí,No
1229,España,Tal vez,Brasil,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1230,Türkiye,Definitivamente sí,Brasil,Humor,Tarjetas coleccionables,No,Sí
1231,Irán,Tal vez, URUGUAY ,Historias de aficionados,Sorteo de camisetas,Sí,Sí
1232,Uruguay,Probablemente sí,España,Historias de aficionados,2x1,Sí,Sí
1233,México,Probablemente sí,Argentina,Una selección nacional,2x1,No,Sí
1234,Alemania,Tal vez,Portugal,Un jugador famoso,Descuento directo,Sí,Sí
1235,España,Definitivamente sí,México,Un jugador famoso,2x1,Sí,Sí
1236,Portugal,Probablemente sí,Argentina,Humor,Tarjetas coleccionables,Sí,Sí
1237,Argentina,Probablemente sí,Argentina,Un jugador famoso,Descuento directo,Sí,No
1238,España,Definitivamente sí, PORTUGAL ,Historias de aficionados,Descuento directo,Sí,Sí
1239,Brasil,Definitivamente sí,Francia,Una selección nacional,Sorteo de viajes,Sí,No
1240,Colombia,Probablemente no,Brasil,Un jugador famoso,2x1,Sí,No
1241,Alemania,Probablemente sí,Argentina,Premios y sorteos,Sorteo de camisetas,Sí,Sí
1242,Francia,Probablemente no,Argentina,Un jugador famoso,Sorteo de viajes,Sí,Sí
1243, BRASIL ,Definitivamente sí,Francia,Humor,Sorteo de balones,Sí,Sí
1244, MÉXICO ,Probablemente sí,Argentina,Una selección nacional,2x1,Sí,Sí
1245,Costa de Marfil,Definitivamente sí,Francia,Humor,Producto gratis,Sí,Sí
1246,Estados Unidos,Probablemente sí,Argentina,Un jugador famoso,Sorteo de balones,Sí,Sí
1247,Uruguay,Probablemente sí,Brasil,Premios y sorteos,Tarjetas coleccionables,Sí,No
1248,México,Definitivamente sí,Argentina,Humor,2x1,Sí,Sí
1249,Argentina,Definitivamente no,Estados Unidos,Historias de aficionados,2x1,Sí,No
1250,Portugal,Probablemente sí,Uruguay,Premios y sorteos,Sorteo de balones,Sí,Sí
1251,Brasil,Probablemente sí, ESPAÑA ,Una selección nacional,Sorteo de camisetas,Sí,Sí
1252,Argentina,Tal vez,Portugal,Una selección nacional,Sorteo de camisetas,Sí,Sí
1253,Francia,Definitivamente sí,Inglaterra,Premios y sorteos,Producto gratis,Sí,No
1254,Francia,Definitivamente sí,Estados Unidos,Una selección nacional,2x1,Sí,Sí
1255,Argentina,Probablemente sí,Alemania,Una selección nacional,Descuento directo,Sí,Sí
1256,Brasil,Probablemente sí,Brasil,Premios y sorteos,Tarjetas coleccionables,Sí,No
1257,México,Definitivamente sí,México,Una selección nacional,2x1,Sí,Sí
1258,Brasil,Tal vez, BRASIL ,Un jugador famoso,2x1,Sí,No
1259,Argentina,Probablemente sí,Brasil,Una selección nacional,Descuento directo,Sí,No
1260,Francia,Probablemente sí,México,Humor,Descuento directo,Sí,Sí
1261, BRASIL ,Definitivamente sí,Francia,Premios y sorteos,Descuento directo,Sí,Sí
1262,Portugal,Tal vez,Colombia,Una selección nacional,Descuento directo,Sí,Sí
1263,Portugal,Probablemente sí,Brasil,Historias de aficionados,Sorteo de camisetas,Sí,Sí
1264,Egipto,Definitivamente no, BRASIL ,Humor,Descuento directo,No,Sí
1265,Alemania,Probablemente sí,México,Humor,Sorteo de camisetas,Sí,Sí
1266,España,Probablemente no,Brasil,Una selección nacional,Producto gratis,Sí,Sí
1267,Estados Unidos,Definitivamente sí,Francia,Premios y sorteos,Producto gratis,Sí,Sí
1268,Inglaterra,Definitivamente no,Brasil,Historias de aficionados,Descuento directo,Sí,No
1269,Portugal,Definitivamente sí,Argentina,Humor,Descuento directo,Sí,Sí
1270,Argentina,Definitivamente sí,Argentina,Premios y sorteos,2x1,Sí,No
1271,España,Definitivamente sí,Argentina,Historias de aficionados,Sorteo de viajes,Sí,Sí
1272,Inglaterra,Definitivamente no,Inglaterra,Una selección nacional,2x1,Sí,No
1273,España,Definitivamente no,Argentina,Un jugador famoso,Sorteo de camisetas,No,No
1274,Argentina,Probablemente sí,Brasil,Una selección nacional,Tarjetas coleccionables,No,Sí
1275,Ghana,Definitivamente sí,Alemania,Humor,Producto gratis,Sí,No
1276,Argentina,Probablemente sí,Argentina,Historias de aficionados,Sorteo de viajes,Sí,Sí
1277,Brasil,Definitivamente sí,Congo DR,Historias de aficionados,Descuento directo,Sí,Sí
1278,Argentina,Probablemente sí,Argentina,Premios y sorteos,Descuento directo,Sí,No
1279,España,Probablemente no,Colombia,Premios y sorteos,Descuento directo,Sí,No
1280,México,Probablemente sí,Francia,Historias de aficionados,2x1,Sí,Sí
1281,Argelia,Definitivamente sí,México,Historias de aficionados,Sorteo de camisetas,Sí,No
1282, PORTUGAL ,Probablemente sí,Brasil,Premios y sorteos,Sorteo de camisetas,No,Sí
1283,Francia,Probablemente sí,Argentina,Premios y sorteos,Descuento directo,Sí,No
1284,Argentina,Definitivamente sí,Francia,Historias de aficionados,Descuento directo,Sí,No
1285,Brasil,Probablemente no,Paraguay,Una selección nacional,Sorteo de viajes,No,Sí
1286,Francia,Definitivamente sí,Inglaterra,Una selección nacional,2x1,Sí,Sí
1287,Brasil,Tal vez,Brasil,Una selección nacional,Producto gratis,Sí,Sí
1288,México,Tal vez, INGLATERRA ,Un jugador famoso,2x1,No,Sí
1289,Portugal,Probablemente sí,México,Una selección nacional,2x1,Sí,Sí
1290,Brasil,Definitivamente sí,Portugal,Una selección nacional,2x1,Sí,No
1291,Uruguay,Probablemente sí,Francia,Una selección nacional,Descuento directo,No,Sí
1292,España,Probablemente sí,Arabia Saudita,Premios y sorteos,Sorteo de viajes,Sí,Sí
1293,Brasil,Probablemente no,Argentina,Una selección nacional,Producto gratis,Sí,Sí
1294,Brasil,Definitivamente sí,España,Un jugador famoso,Sorteo de balones,Sí,No
1295,Portugal,Tal vez,Brasil,Un jugador famoso,Descuento directo,Sí,Sí
1296,Canadá,Tal vez,Inglaterra,Un jugador famoso,Descuento directo,Sí,Sí
1297,Brasil,Definitivamente sí,España,Un jugador famoso,Descuento directo,No,Sí
1298,Argentina,Probablemente sí,Brasil,Humor,Descuento directo,Sí,Sí
1299,Francia,Definitivamente sí,Argentina,Un jugador famoso,2x1,Sí,Sí
1300,Estados Unidos,Probablemente no,Argentina,Premios y sorteos,Descuento directo,Sí,No
1301,Francia,Definitivamente sí,México,Un jugador famoso,Producto gratis,Sí,No
1302,Estados Unidos,Definitivamente sí,Portugal,Una selección nacional,2x1,Sí,Sí
1303,Argentina,Probablemente no, ARGENTINA ,Una selección nacional,Descuento directo,Sí,Sí
1304,Inglaterra,Probablemente sí,Argentina,Una selección nacional,Descuento directo,Sí,No
1305,Portugal,Tal vez,España,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1306,Francia,Probablemente sí,Portugal,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1307,Argentina,Probablemente sí,Argentina,Un jugador famoso,2x1,Sí,Sí
1308,Senegal,Definitivamente sí,México,Premios y sorteos,Producto gratis,Sí,Sí
1309,Argentina,Tal vez,Inglaterra,Una selección nacional,Descuento directo,Sí,Sí
1310,México,Tal vez,Argentina,Premios y sorteos,Producto gratis,No,Sí
1311,México,Definitivamente sí,Francia,Premios y sorteos,Sorteo de viajes,Sí,Sí
1312,Francia,Tal vez,España,Un jugador famoso,Sorteo de camisetas,Sí,No
1313,México,Probablemente sí,Estados Unidos,Un jugador famoso,Sorteo de balones,Sí,Sí
1314,Brasil,Tal vez,Francia,Premios y sorteos,Sorteo de viajes,No,Sí
1315,Alemania,Probablemente sí,Inglaterra,Una selección nacional,Sorteo de viajes,Sí,Sí
1316,Alemania,Definitivamente sí,España,Premios y sorteos,Producto gratis,Sí,No
1317,Brasil,Definitivamente sí,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,No
1318,España,Tal vez,Uruguay,Una selección nacional,Tarjetas coleccionables,Sí,No
1319,Argentina,Tal vez, NORUEGA ,Un jugador famoso,Producto gratis,Sí,Sí
1320,Argentina,Definitivamente sí,Portugal,Una selección nacional,Sorteo de camisetas,Sí,No
1321,Brasil,Tal vez,Brasil,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
1322,Francia,Probablemente sí,Francia,Un jugador famoso,2x1,Sí,No
1323,Colombia,Definitivamente sí,Francia,Humor,2x1,Sí,Sí
1324,Francia,Probablemente sí,Noruega,Un jugador famoso,Sorteo de balones,Sí,Sí
1325,Portugal,Tal vez,Estados Unidos,Un jugador famoso,2x1,Sí,No
1326,Argentina,Definitivamente sí,Inglaterra,Premios y sorteos,2x1,Sí,No
1327, BRASIL ,Definitivamente sí,Alemania,Un jugador famoso,Producto gratis,Sí,Sí
1328,México,Definitivamente sí,Alemania,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1329,Alemania,Probablemente sí,Senegal,Un jugador famoso,Descuento directo,Sí,Sí
1330,Portugal,Tal vez,Alemania,Un jugador famoso,2x1,Sí,Sí
1331,España,Probablemente no,Argentina,Premios y sorteos,Sorteo de balones,Sí,Sí
1332,Argentina,Tal vez,España,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1333,Inglaterra,Probablemente sí,Colombia,Premios y sorteos,2x1,Sí,Sí
1334,Alemania,Definitivamente sí,Argentina,Historias de aficionados,Tarjetas coleccionables,Sí,No
1335,Argentina,Definitivamente sí,España,Historias de aficionados,Descuento directo,Sí,Sí
1336,Argentina,Tal vez,Portugal,Una selección nacional,2x1,Sí,No
1337,Argentina,Definitivamente sí,Argentina,Una selección nacional,Sorteo de camisetas,Sí,Sí
1338, BRASIL ,Probablemente sí,México,Una selección nacional,Descuento directo,Sí,Sí
1339,España,Definitivamente sí,Portugal,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1340,México,Probablemente sí,Argentina,Un jugador famoso,2x1,Sí,No
1341,Inglaterra,Probablemente sí,Australia,Una selección nacional,Producto gratis,No,Sí
1342,Curaçao,Tal vez,Argentina,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1343,Brasil,Definitivamente no,Brasil,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1344,Uruguay,Probablemente no,Brasil,Historias de aficionados,Sorteo de balones,Sí,Sí
1345,Inglaterra,Definitivamente sí,Curaçao,Un jugador famoso,Tarjetas coleccionables,No,Sí
1346,Inglaterra,Probablemente no,Portugal,Humor,2x1,Sí,Sí
1347,Brasil,Definitivamente sí,Argentina,Humor,Descuento directo,Sí,No
1348,Brasil,Probablemente sí,Irán,Una selección nacional,2x1,No,No
1349,Argentina,Definitivamente sí,Francia,Historias de aficionados,Producto gratis,Sí,No
1350,España,Probablemente sí,España,Un jugador famoso,Sorteo de camisetas,Sí,No
1351,México,Tal vez,Canadá,Un jugador famoso,2x1,Sí,Sí
1352,México,Tal vez,Portugal,Humor,Producto gratis,No,Sí
1353,Argentina,Definitivamente sí,Argentina,Una selección nacional,Descuento directo,Sí,Sí
1354, ESPAÑA ,Definitivamente no,Francia,Una selección nacional,Descuento directo,Sí,Sí
1355,Alemania,Tal vez,Brasil,Una selección nacional,Producto gratis,Sí,Sí
1356,España,Probablemente sí,Brasil,Un jugador famoso,Descuento directo,Sí,Sí
1357,Argentina,Tal vez,Colombia,Un jugador famoso,Producto gratis,Sí,Sí
1358,Uzbekistán,Tal vez,México,Una selección nacional,Producto gratis,Sí,Sí
1359,Inglaterra,Tal vez,Brasil,Un jugador famoso,2x1,Sí,Sí
1360,Brasil,Tal vez,Inglaterra,Un jugador famoso,Sorteo de viajes,Sí,Sí
1361,Portugal,Definitivamente sí,México,Un jugador famoso,Producto gratis,Sí,Sí
1362,España,Tal vez,México,Premios y sorteos,2x1,Sí,No
1363,Francia,Tal vez,Brasil,Premios y sorteos,Sorteo de viajes,Sí,Sí
1364,España,Definitivamente sí,México,Historias de aficionados,Descuento directo,Sí,Sí
1365,Argentina,Tal vez,Uruguay,Una selección nacional,2x1,Sí,No
1366,Estados Unidos,Probablemente sí,Estados Unidos,Premios y sorteos,Sorteo de balones,Sí,Sí
1367,Curaçao,Definitivamente sí,Brasil,Premios y sorteos,Sorteo de camisetas,Sí,No
1368,Argentina,Probablemente sí,Estados Unidos,Un jugador famoso,Sorteo de viajes,Sí,Sí
1369,Portugal,Probablemente sí,Argentina,Un jugador famoso,Descuento directo,Sí,No
1370,Francia,Probablemente sí,Portugal,Premios y sorteos,Producto gratis,Sí,Sí
1371,Inglaterra,Probablemente no,España,Una selección nacional,2x1,Sí,No
1372,Francia,Tal vez,Brasil,Historias de aficionados,2x1,Sí,No
1373,Argentina,Probablemente sí,Argentina,Un jugador famoso,Sorteo de viajes,Sí,Sí
1374,Marruecos,Probablemente no,Francia,Una selección nacional,Producto gratis,Sí,Sí
1375,Suecia,Probablemente sí,España,Un jugador famoso,2x1,Sí,Sí
1376,Austria,Definitivamente sí,Francia,Una selección nacional,Sorteo de camisetas,Sí,No
1377,Inglaterra,Probablemente sí,México,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1378,España,Probablemente sí,Brasil,Premios y sorteos,Sorteo de viajes,Sí,No
1379,México,Tal vez,Colombia,Historias de aficionados,Sorteo de balones,Sí,No
1380,Argentina,Probablemente sí,Alemania,Un jugador famoso,Descuento directo,Sí,Sí
1381,Portugal,Definitivamente sí,Inglaterra,Humor,2x1,Sí,No
1382,México,Tal vez,Estados Unidos,Un jugador famoso,Descuento directo,Sí,Sí
1383,Argentina,Definitivamente sí,México,Una selección nacional,Sorteo de viajes,Sí,No
1384,Alemania,Tal vez,México,Premios y sorteos,2x1,Sí,Sí
1385,Brasil,Definitivamente sí,Noruega,Un jugador famoso,Descuento directo,Sí,No
1386,Brasil,Tal vez,España,Humor,Descuento directo,Sí,Sí
1387,Argentina,Probablemente sí,Portugal,Una selección nacional,Producto gratis,Sí,No
1388,Argentina,Probablemente no,Argentina,Un jugador famoso,2x1,Sí,Sí
1389,Colombia,Definitivamente sí,Brasil,Una selección nacional,Descuento directo,Sí,No
1390,México,Definitivamente sí,Portugal,Premios y sorteos,2x1,Sí,No
1391,Brasil,Tal vez,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,No
1392,Argentina,Probablemente no,México,Una selección nacional,Descuento directo,Sí,No
1393,Inglaterra,Definitivamente sí,México,Una selección nacional,2x1,Sí,No
1394,Argentina,Definitivamente no,Inglaterra,Historias de aficionados,Descuento directo,Sí,No
1395,Brasil,Tal vez,No especificado,Una selección nacional,Tarjetas coleccionables,Sí,No
1396,Czechia,Definitivamente sí,Alemania,Una selección nacional,2x1,Sí,No
1397, ARGENTINA ,Definitivamente sí,Portugal,Historias de aficionados,Sorteo de balones,Sí,Sí
1398,Brasil,Probablemente sí,Argentina,Una selección nacional,2x1,Sí,Sí
1399,México,Tal vez,Francia,Un jugador famoso,2x1,Sí,No
1400,México,Probablemente sí,Croacia,Un jugador famoso,2x1,Sí,Sí
1401,Uruguay,Probablemente no,Francia,Humor,Sorteo de viajes,Sí,Sí
1402,Argentina,Definitivamente no,Alemania,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1403,Portugal,Probablemente no,Inglaterra,Humor,2x1,Sí,Sí
1404,Portugal,Probablemente sí,Portugal,Premios y sorteos,Producto gratis,Sí,No
1405,Brasil,Tal vez, ALEMANIA ,Un jugador famoso,Sorteo de balones,Sí,Sí
1406,España,Probablemente no,Francia,Premios y sorteos,Tarjetas coleccionables,No,No
1407,Estados Unidos,Probablemente sí,Argentina,Una selección nacional,2x1,Sí,No
1408,México,Definitivamente sí,México,Una selección nacional,Sorteo de camisetas,Sí,Sí
1409,Argentina,Probablemente sí,Argentina,Premios y sorteos,Sorteo de viajes,No,Sí
1410,Francia,Definitivamente sí,Portugal,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1411,Francia,Definitivamente sí,Brasil,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1412,México,Probablemente sí,No especificado,Una selección nacional,Producto gratis,Sí,Sí
1413,Argentina,Probablemente no,Japón,Un jugador famoso,Sorteo de camisetas,Sí,No
1414,Alemania,Probablemente sí,Portugal,Una selección nacional,2x1,Sí,Sí
1415,Francia,Tal vez,Uruguay,Premios y sorteos,Sorteo de camisetas,Sí,Sí
1416,Brasil,Definitivamente sí,Alemania,Historias de aficionados,Descuento directo,Sí,No
1417,Francia,Tal vez,Brasil,Un jugador famoso,Producto gratis,No,Sí
1418,Francia,Tal vez,Alemania,Un jugador famoso,Descuento directo,Sí,Sí
1419,Colombia,Probablemente no, BRASIL ,Historias de aficionados,Sorteo de camisetas,Sí,Sí
1420,Argentina,Probablemente no,Francia,Premios y sorteos,Tarjetas coleccionables,No,No
1421,Francia,Definitivamente sí,Austria,Historias de aficionados,2x1,Sí,Sí
1422,Francia,Probablemente sí,Türkiye,Premios y sorteos,2x1,Sí,Sí
1423,Portugal,Probablemente no,Brasil,Premios y sorteos,2x1,Sí,Sí
1424,Colombia,Definitivamente no,Brasil,Una selección nacional,Producto gratis,Sí,No
1425,Argentina,Definitivamente sí,Brasil,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
1426,Argentina,Definitivamente no,Argentina,Un jugador famoso,Producto gratis,Sí,Sí
1427,Brasil,Probablemente sí,No especificado,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1428,México,Probablemente sí,Portugal,Un jugador famoso,Producto gratis,Sí,Sí
1429,Brasil,Tal vez,Argentina,Un jugador famoso,Producto gratis,Sí,Sí
1430,Francia,Probablemente sí,No especificado,Una selección nacional,Producto gratis,Sí,No
1431, MÉXICO ,Definitivamente sí,Panamá,Premios y sorteos,Tarjetas coleccionables,Sí,No
1432,Portugal,Probablemente sí,Argentina,Premios y sorteos,Tarjetas coleccionables,Sí,No
1433,Argentina,Probablemente sí,Brasil,Humor,Sorteo de balones,No,Sí
1434,Argentina,Definitivamente sí,Brasil,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1435,México,Tal vez,Alemania,Una selección nacional,2x1,Sí,No
1436,Alemania,Tal vez,Corea del Sur,Un jugador famoso,2x1,Sí,Sí
1437,Francia,Probablemente no,Argentina,Una selección nacional,Sorteo de viajes,Sí,Sí
1438,Francia,Probablemente sí,Irán,Una selección nacional,Producto gratis,Sí,Sí
1439,Alemania,Definitivamente sí,Argentina,Humor,Sorteo de camisetas,Sí,No
1440,México,Probablemente sí,Argentina,Humor,Descuento directo,No,No
1441,México,Definitivamente sí,Argentina,Premios y sorteos,Sorteo de balones,Sí,Sí
1442,Brasil,Definitivamente sí,Argentina,Premios y sorteos,2x1,No,Sí
1443,Portugal,Tal vez,Uruguay,Una selección nacional,Descuento directo,Sí,No
1444,Inglaterra,Tal vez,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1445,Argentina,Probablemente sí,Portugal,Un jugador famoso,Descuento directo,No,Sí
1446,Alemania,Definitivamente no,Alemania,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1447,Irak,Probablemente sí,Portugal,Una selección nacional,Producto gratis,Sí,Sí
1448, ARGENTINA ,Tal vez,Estados Unidos,Premios y sorteos,Sorteo de viajes,Sí,Sí
1449, BRASIL ,Probablemente sí,México,Humor,Sorteo de viajes,Sí,No
1450,Brasil,Definitivamente sí,México,Una selección nacional,Descuento directo,Sí,Sí
1451,México,Probablemente sí,Argelia,Historias de aficionados,Producto gratis,Sí,No
1452,Irán,Tal vez,España,Un jugador famoso,Sorteo de balones,No,Sí
1453,Argentina,Definitivamente sí,Brasil,Una selección nacional,2x1,No,No
1454,Portugal,Probablemente sí,Colombia,Premios y sorteos,Sorteo de viajes,No,Sí
1455,Argentina,Probablemente sí,España,Humor,Sorteo de camisetas,Sí,No
1456,Alemania,Definitivamente sí,España,Un jugador famoso,Sorteo de balones,Sí,Sí
1457,Argentina,Definitivamente sí,Brasil,Humor,2x1,Sí,No
1458,Argentina,Definitivamente sí,Brasil,Una selección nacional,2x1,Sí,No
1459,Brasil,Tal vez,Argentina,Historias de aficionados,Descuento directo,Sí,No
1460,México,Probablemente sí,Brasil,Una selección nacional,2x1,No,Sí
1461,Brasil,Probablemente sí, ESPAÑA ,Un jugador famoso,2x1,Sí,Sí
1462,Brasil,Definitivamente sí,Egipto,Premios y sorteos,Sorteo de balones,Sí,Sí
1463,Alemania,Definitivamente sí,Portugal,Humor,Sorteo de balones,Sí,Sí
1464,Brasil,Definitivamente no,No especificado,Premios y sorteos,Descuento directo,No,Sí
1465,Alemania,Definitivamente sí,Brasil,Premios y sorteos,Sorteo de balones,Sí,Sí
1466,Portugal,Probablemente sí,Colombia,Premios y sorteos,Descuento directo,Sí,No
1467,Francia,Tal vez,Portugal,Historias de aficionados,Descuento directo,Sí,Sí
1468,Inglaterra,Probablemente sí,México,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1469,México,Tal vez,Inglaterra,Una selección nacional,Descuento directo,Sí,No
1470, ARGENTINA ,Tal vez,Bosnia y Herzegovina,Una selección nacional,Producto gratis,Sí,Sí
1471,Argentina,Tal vez,México,Una selección nacional,2x1,Sí,Sí
1472,Noruega,Probablemente sí,España,Una selección nacional,Sorteo de camisetas,Sí,Sí
1473,Francia,Probablemente no,México,Una selección nacional,Tarjetas coleccionables,Sí,No
1474,Argentina,Definitivamente sí,Portugal,Humor,Sorteo de camisetas,Sí,Sí
1475,Brasil,Probablemente no,Portugal,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
1476,Francia,Probablemente sí,España,Humor,2x1,No,Sí
1477,Portugal,Tal vez, FRANCIA ,Premios y sorteos,Descuento directo,Sí,No
1478,Brasil,Probablemente no,Brasil,Una selección nacional,Sorteo de viajes,Sí,Sí
1479,Colombia,Probablemente sí,Argentina,Un jugador famoso,Sorteo de camisetas,Sí,No
1480,Alemania,Definitivamente no,Colombia,Historias de aficionados,Producto gratis,Sí,Sí
1481,Brasil,Probablemente no,Portugal,Humor,2x1,Sí,Sí
1482,Argentina,Definitivamente sí,Francia,Un jugador famoso,Sorteo de balones,Sí,No
1483,Argentina,Probablemente sí, PORTUGAL ,Historias de aficionados,Tarjetas coleccionables,No,Sí
1484,Inglaterra,Definitivamente sí,Brasil,Una selección nacional,Producto gratis,Sí,Sí
1485,Argentina,Tal vez,Francia,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1486,Argentina,Probablemente sí,México,Premios y sorteos,2x1,Sí,No
1487,Colombia,Probablemente no,Estados Unidos,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1488,Argentina,Tal vez,Brasil,Premios y sorteos,Sorteo de viajes,Sí,Sí
1489,Brasil,Probablemente sí,Brasil,Una selección nacional,Sorteo de balones,Sí,No
1490,México,Probablemente no,Uruguay,Premios y sorteos,Descuento directo,Sí,Sí
1491,Japón,Probablemente sí,Francia,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1492,Argentina,Definitivamente sí,México,Premios y sorteos,Producto gratis,Sí,Sí
1493,Japón,Probablemente sí,Estados Unidos,Un jugador famoso,Producto gratis,No,No
1494,Corea del Sur,Definitivamente sí,Brasil,Un jugador famoso,Tarjetas coleccionables,No,Sí
1495,Argentina,Probablemente sí,Ghana,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
